"Number_of_reads_in_clusters"	1599013
"Number_of_clusters"	166835
"Number_of_superclusters"	166767
"Number_of_singlets"	680823
"Number_of_analyzed_reads"	2279836

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
10	1	23926	23926	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
11	1	23920	23920	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
13	1	19621	19621	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
15	1	15942	15942	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
17	1	15813	15813	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
19	1	15533	15533	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
21	1	15153	15153	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
23	1	14019	14019	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
26	1	12035	12035	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
29	1	11643	11643	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
3	1	32224	32224	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
38	1	9160	9160	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
46	1	7707	7707	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
63	1	5444	5444	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
8	1	24830	24830	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
9	1	24650	24650	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
1	2	58460	58460	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
2	2	33132	33132	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
4	2	30718	30718	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
5	2	28538	28538	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
6	2	26873	26873	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
14	3	17055	17055	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
20	3	15252	15252	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
25	3	12242	12242	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
27	3	11780	11780	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
30	3	11151	11151	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
32	3	10890	10890	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
35	3	10431	10431	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
36	3	9880	9880	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
40	3	8649	8649	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
44	3	8018	8018	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
49	3	7238	7238	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
50	3	7180	7180	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
53	3	6959	6959	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
88	3	2838	2838	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
42	4	8258	8258	"All/organelle/plastid"	"Other"	""
54	4	6799	6799	"All/organelle/plastid"	"Other"	""
56	4	6634	6634	"All/organelle/plastid"	"Other"	""
59	4	6256	6256	"All/organelle/plastid"	"Other"	""
62	4	5476	5476	"All/organelle/plastid"	"Other"	""
65	4	5066	5066	"All/organelle/plastid"	"Other"	""
66	4	5001	5001	"All/organelle/plastid"	"Other"	""
68	4	4724	4724	"All/organelle/plastid"	"Other"	""
75	4	4159	4159	"All/organelle/plastid"	"Other"	""
84	4	3138	3138	"All/organelle/plastid"	"Other"	""
85	4	3072	3072	"All/organelle/plastid"	"Other"	""
87	4	2943	2943	"All/organelle/plastid"	"Other"	""
93	4	2516	2516	"All/organelle/plastid"	"Other"	""
97	4	2389	2389	"All/organelle/plastid"	"Other"	""
98	4	2363	2363	"All/organelle/plastid"	"Other"	""
99	4	2343	2343	"All/organelle/plastid"	"Other"	""
113	5	1836	1836	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
33	5	10647	10647	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
34	5	10507	10507	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
39	5	8870	8870	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
45	5	7866	7866	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
51	5	7171	7171	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
55	5	6760	6760	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
57	5	6566	6566	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
58	5	6256	6256	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
28	6	11699	11699	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
31	6	11066	11066	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
60	6	5678	5678	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
16	7	15840	15840	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
24	7	12260	12260	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
7	8	25394	25394	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy"	"Other"	""
41	9	8417	8417	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
43	9	8120	8120	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
64	9	5142	5142	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
12	10	21487	21487	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
108	11	1924	1924	"All/repeat"	"Putative LTR elements"	""
137	11	860	860	"All/repeat"	"Other"	""
61	11	5542	5542	"All/repeat"	"Other"	""
78	11	3763	3763	"All/repeat"	"Other"	""
80	11	3278	3278	"All/repeat"	"Other"	""
83	11	3163	3163	"All/repeat"	"Other"	""
18	12	15590	15590	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
22	13	14483	14483	"All"	"Other"	""
37	14	9634	9634	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
47	15	7445	7445	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
48	16	7259	7259	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
52	17	7058	7058	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
67	18	4766	4766	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	""
69	19	4701	4701	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
70	20	4646	4646	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
71	21	4557	4557	"All"	"Other"	""
72	22	4548	4548	"All/repeat/mobile_element/Class_I"	"Other"	""
73	23	4390	4390	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
74	24	4306	4306	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
76	25	3989	3989	"All"	"Other"	""
77	26	3850	3850	"All"	"Other"	""
79	27	3594	3594	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
81	28	3195	3195	"All"	"Other"	""
82	29	3189	3189	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
86	30	3068	3068	"All"	"Other"	""
89	31	2815	2815	"All"	"Other"	""
90	32	2808	2808	"All"	"Other"	""
91	33	2760	2760	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	""
92	34	2613	2613	"All/repeat/mobile_element"	"Other"	""
94	35	2511	2511	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
95	36	2440	2440	"All"	"Other"	""
96	37	2409	2409	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	""
100	38	2266	2266	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
101	39	2222	2222	"All"	"Other"	""
103	40	2089	2089	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
102	41	2168	2168	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
104	42	2057	2057	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
105	43	2031	2031	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
106	44	1982	1982	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
107	45	1927	1927	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
109	46	1904	1904	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
110	47	1894	1894	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
111	48	1870	1870	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative satellites (low confidence)"	""
112	49	1858	1858	"All"	"Other"	""
114	50	1766	1766	"All"	"Other"	""
115	51	1636	1636	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	""
116	52	1629	1629	"All/organelle/mitochondria"	"Other"	""
117	53	1601	1601	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	""
118	54	1556	1556	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
119	55	1490	1490	"All"	"Other"	""
120	56	1445	1445	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
121	57	1355	1355	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
122	58	1230	1230	"All"	"Other"	""
123	59	1224	1224	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
124	60	1183	1183	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	""
125	61	1168	1168	"All/organelle/mitochondria"	"Other"	""
126	62	1148	1148	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
127	63	1119	1119	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative satellites (low confidence)"	""
128	64	1094	1094	"All"	"Other"	""
129	65	1065	1065	"All"	"Other"	""
130	66	1059	1059	"All"	"Other"	""
131	67	1052	1052	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
132	68	911	911	"All"	"Other"	""
133	69	903	903	"All"	"Other"	""
134	70	881	881	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
135	71	872	872	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
136	72	862	862	"All"	"Other"	""
138	73	857	857	"All"	"Other"	""
139	74	857	857	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
140	75	844	844	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
141	76	828	828	"All"	"Other"	""
142	77	806	806	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
143	78	786	786	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
144	79	783	783	"All"	"Other"	""
145	80	772	772	"All"	"Other"	""
146	81	770	770	"All"	"Other"	""
147	82	760	760	"All/repeat/rDNA/5S_rDNA"	"rDNA"	""
148	83	760	760	"All"	"Other"	""
149	84	760	760	"All"	"Other"	""
150	85	757	757	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	""
151	86	703	703	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
152	87	686	686	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
153	88	668	668	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
154	89	653	653	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
155	90	644	644	"All"	"Other"	""
156	91	628	628	"All"	"Other"	""
157	92	615	615	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
158	93	611	611	"All"	"Other"	""
192	94	340	340	"All"	"Other"	""
209	94	260	260	"All"	"Other"	""
159	95	580	580	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
160	96	569	569	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Putative satellites (low confidence)"	""
161	97	565	565	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
162	98	561	561	"All"	"Other"	""
163	99	549	549	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
164	100	545	545	"All"	"Other"	""
165	101	539	539	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
185	102	380	380	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
166	103	525	525	"All"	"Other"	""
167	104	524	524	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
168	105	504	504	"All"	"Other"	""
169	106	500	500	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
170	107	497	497	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
171	108	497	497	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
172	109	496	496	"All"	"Putative satellites (high confidence)"	""
173	110	477	477	"All"	"Other"	""
174	111	475	475	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
175	112	467	467	"All"	"Other"	""
176	113	439	439	"All"	"Other"	""
177	114	437	437	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
178	115	437	437	"All"	"Other"	""
179	116	430	430	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	""
180	117	408	408	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
181	118	403	403	"All"	"Other"	""
182	119	391	391	"All"	"Other"	""
183	120	384	384	"All/organelle/mitochondria"	"Other"	""
184	121	383	383	"All"	"Other"	""
186	122	373	373	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
187	123	370	370	"All"	"Other"	""
188	124	365	365	"All"	"Other"	""
189	125	363	363	"All"	"Other"	""
190	126	353	353	"All"	"Other"	""
191	127	347	347	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
193	128	337	337	"All"	"Other"	""
194	129	330	330	"All/organelle/mitochondria"	"Other"	""
195	130	324	324	"All"	"Other"	""
196	131	323	323	"All"	"Other"	""
197	132	313	313	"All"	"Other"	""
198	133	313	313	"All"	"Other"	""
199	134	311	311	"All"	"Other"	""
200	135	300	300	"All"	"Other"	""
201	136	299	299	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
202	137	291	291	"All"	"Other"	""
203	138	281	281	"All"	"Other"	""
204	139	278	278	"All/organelle/mitochondria"	"Other"	""
205	140	274	274	"All"	"Other"	""
206	141	272	272	"All"	"Other"	""
