"Number_of_reads_in_clusters"	971875
"Number_of_clusters"	118369
"Number_of_superclusters"	118295
"Number_of_singlets"	595827
"Number_of_analyzed_reads"	1567702

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
11	1	9673	9673	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
131	1	1078	1078	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
15	1	8616	8616	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
19	1	7839	7839	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
21	1	7760	7760	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
28	1	6303	6303	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
44	1	4810	4810	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
45	1	4366	4366	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
49	1	4136	4136	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
55	1	3915	3915	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
6	1	11604	11604	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
67	1	3121	3121	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
7	1	11392	11392	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
9	1	11055	11055	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
97	1	1892	1892	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
129	2	1160	1160	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
16	2	8298	8298	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
23	2	7464	7464	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
30	2	6219	6219	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
33	2	5797	5797	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
35	2	5701	5701	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
37	2	5695	5695	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
39	2	5642	5642	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
41	2	5418	5418	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
53	2	3944	3944	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
58	2	3784	3784	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
72	2	2768	2768	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
74	2	2722	2722	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
10	3	9770	9770	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
2	3	13541	13541	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
24	3	7416	7416	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
29	3	6242	6242	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
5	3	11648	11648	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
1	4	27690	27690	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
3	4	13205	13205	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
36	4	5697	5697	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
18	5	7911	7911	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
22	5	7711	7711	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
50	5	4092	4092	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
80	5	2512	2512	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
81	5	2433	2433	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
122	6	1303	1303	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
38	6	5651	5651	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
56	6	3905	3905	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
68	6	3101	3101	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
70	6	2862	2862	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
78	6	2537	2537	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
101	7	1748	1748	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
123	7	1288	1288	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
133	7	1041	1041	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
